node_index,aabb_min_x,aabb_min_y,aabb_min_z,aabb_max_x,aabb_max_y,aabb_max_z,n_subtree_primitives,n_leaf_primitives,node_type,valid,surface_area,center_of_mass_x,center_of_mass_y,center_of_mass_z,importance,importance_gt
286,-0.369101,-0.186732,2.85921,-0.253394,-0.0927996,2.93717,4,4,leaf,1,0.0101,-0.29542,-0.145247,2.89819,0.0373324,0
287,-0.369101,-0.151618,2.85921,-0.190455,0.234177,3.03359,5,0,interior,1,0.0052,-0.320373,-0.116491,2.91269,0.04562,0
288,-0.369101,-0.151618,2.85921,-0.253394,-0.0920735,2.93717,2,2,leaf,1,0.00505,-0.322883,-0.123306,2.91102,0.0102676,0
289,-0.347561,-0.126461,2.93653,-0.190455,0.234177,3.03359,3,3,leaf,1,0.000149999,-0.235868,0.112961,2.96911,0.236567,0
290,-0.201058,0.208504,2.93699,-0.0980273,0.27235,3.03359,10,0,interior,1,0.0203,-0.149315,0.240521,2.98529,0.0409494,3.51846e-12
291,-0.201058,0.208504,2.93699,-0.0980273,0.27235,3.03359,5,0,interior,1,0.01015,-0.149455,0.240859,2.98476,0.0409683,5.06359e-12
292,-0.201058,0.208504,2.93699,-0.0983951,0.27235,3.03332,2,2,leaf,1,0.00504999,-0.166768,0.238474,3.00058,0.0389648,3.38641e-12
293,-0.190823,0.208504,2.93699,-0.0980273,0.27235,3.03359,3,3,leaf,1,0.00509999,-0.13231,0.24322,2.9691,0.0428726,3.48708e-12
294,-0.201058,0.208504,2.93699,-0.0980273,0.27235,3.03359,5,0,interior,1,0.01015,-0.149176,0.240183,2.98582,0.0409305,0
295,-0.201058,0.233287,3.03332,-0.108263,0.27235,3.03359,2,2,leaf,1,9.99965e-05,-0.154661,0.252819,3.03346,0,0
296,-0.20069,0.208504,2.93699,-0.0980273,0.27146,3.03359,3,3,leaf,1,0.01005,-0.149121,0.240058,2.98534,0.0332836,0
297,-1.02537,0.569737,2.32843,0.0190163,0.977793,2.82684,38,0,interior,1,0.0712,-0.60432,0.766866,2.68327,0.0984582,4.78734e-09
298,-1.02537,0.569737,2.32843,-0.663854,0.977793,2.77761,19,0,interior,1,0.03065,-0.920923,0.64106,2.61345,0.0932837,0
299,-0.984027,0.569737,2.32843,-0.740459,0.977793,2.71981,9,0,interior,1,0.01035,-0.831945,0.667629,2.36828,0.0320459,0
300,-0.984027,0.569737,2.39416,-0.777672,0.636475,2.69955,4,4,leaf,1,0.00020002,-0.8868,0.615666,2.54689,0.0807646,0
301,-0.886266,0.62234,2.32843,-0.740459,0.977793,2.71981,5,0,interior,1,0.01015,-0.830864,0.668653,2.36476,0.0304698,0
302,-0.886266,0.62234,2.32843,-0.777672,0.708896,2.39491,2,2,leaf,1,0.00505,-0.846345,0.651272,2.37275,0.028781,0
303,-0.886266,0.634771,2.32843,-0.740459,0.977793,2.71981,3,3,leaf,1,0.0051,-0.815535,0.685863,2.35685,0.0319777,0
304,-1.02537,0.569737,2.69892,-0.663854,0.975859,2.77761,10,0,interior,1,0.0203,-0.966289,0.627514,2.73845,0.039894,0
305,-1.02537,0.569737,2.69892,-0.908518,0.683344,2.77761,5,0,interior,1,0.02005,-0.967055,0.626477,2.7383,0.0321231,0
306,-1.02537,0.569737,2.69892,-0.950379,0.683344,2.77761,2,2,leaf,1,0.00505,-0.986837,0.623397,2.75097,0.034574,0
307,-1.02485,0.569737,2.69892,-0.908518,0.683344,2.77761,3,3,leaf,1,0.015,-0.960396,0.627514,2.73403,0.0312719,0
308,-1.02537,0.616606,2.69892,-0.663854,0.975859,2.77761,5,0,interior,1,0.00025002,-0.904857,0.710636,2.75019,0.173106,0
309,-1.02537,0.616606,2.77699,-0.949863,0.683344,2.77761,2,2,leaf,1,0.000100011,-0.987617,0.649975,2.7773,0.116093,0
310,-0.950379,0.63589,2.69892,-0.663854,0.975859,2.77761,3,3,leaf,1,0.000150009,-0.849681,0.751079,2.73211,0.159175,0
311,-0.742033,0.726021,2.6198,0.0190163,0.977793,2.82684,19,0,interior,1,0.04055,-0.365013,0.861958,2.73605,0.0894413,7.80063e-09
312,-0.742033,0.912722,2.6198,-0.662911,0.977793,2.71981,9,0,interior,1,0.02025,-0.702311,0.945129,2.66968,0.0948185,2.00447e-13
313,-0.742033,0.912722,2.6198,-0.662911,0.977793,2.71979,4,4,leaf,1,0.00515,-0.714788,0.95499,2.65249,0.0974404,1.87183e-11
314,-0.742033,0.912722,2.6198,-0.662911,0.977793,2.71981,5,0,interior,1,0.0151,-0.698056,0.941766,2.67555,0.093866,0
315,-0.742033,0.912722,2.6198,-0.663542,0.977793,2.71981,2,2,leaf,1,0.01,-0.702629,0.945064,2.68647,0.0923941,0
316,-0.742033,0.912722,2.61982,-0.662911,0.977793,2.71981,3,3,leaf,1,0.0051,-0.689088,0.935299,2.65413,0.0966174,0
317,-0.0756748,0.726021,2.77742,0.0190163,0.83193,2.82684,10,0,interior,1,0.0203,-0.028544,0.778991,2.80225,0.118086,8.31388e-09
318,-0.0756748,0.726021,2.77742,0.0190163,0.83193,2.82684,5,0,interior,1,0.0151,-0.0240063,0.772808,2.79931,0.116291,1.38669e-08
319,-0.0756748,0.726021,2.77742,0.012016,0.732175,2.82684,2,2,leaf,1,9.99855e-05,-0.0318295,0.729098,2.80213,0,0
320,-0.0756748,0.726021,2.77742,0.0190163,0.83193,2.82684,3,3,leaf,1,0.015,-0.0239541,0.773099,2.79929,0.116949,1.40648e-08
321,-0.0756748,0.732141,2.77742,0.0190163,0.83193,2.82684,5,0,interior,1,0.00519997,-0.0417211,0.796944,2.8108,0.12316,0
322,-0.0756748,0.732141,2.82597,-0.0681902,0.83193,2.82684,2,2,leaf,1,9.99856e-05,-0.0719325,0.782036,2.82641,0,0
323,-0.0751905,0.732141,2.77742,0.0190163,0.83193,2.82684,3,3,leaf,1,0.00509998,-0.0411288,0.797237,2.81049,0.114428,0
324,-0.0250989,-0.948463,1.61015,1.00305,0.967749,3.04163,150,0,interior,1,0.25005,0.611406,-0.173312,2.34057,0.182404,1.99551e-10
325,0.121494,-0.948463,1.61015,0.936143,-0.144721,3.04163,75,0,interior,1,0.1275,0.612632,-0.510738,2.1655,0.1824,4.16346e-10
326,0.121494,-0.9331,1.61015,0.936143,-0.210588,2.14066,37,0,interior,1,0.06125,0.619616,-0.404531,1.8489,0.25352,4.71522e-10
327,0.121494,-0.9331,1.82057,0.8232,-0.351433,2.13965,18,0,interior,1,0.02565,0.283751,-0.433885,1.99032,0.297513,3.93954e-12
328,0.121494,-0.453783,1.98227,0.199835,-0.351433,2.0497,9,0,interior,1,0.0153,0.156082,-0.407911,2.01226,0.333443,1.54487e-12
329,0.121494,-0.453783,1.98227,0.199169,-0.351454,2.0497,4,4,leaf,1,0.0101,0.160122,-0.419596,2.01598,0.335294,0
330,0.121494,-0.451403,1.98227,0.199835,-0.351433,2.0497,5,0,interior,1,0.00520001,0.148234,-0.385215,2.00502,0.329763,3.2389e-12
331,0.121494,-0.451403,1.98227,0.125354,-0.351433,1.98301,2,2,leaf,1,0.000100008,0.123424,-0.401418,1.98264,0.0479211,0
332,0.121494,-0.451382,1.98227,0.199835,-0.351433,2.0497,3,3,leaf,1,0.00510001,0.148721,-0.384897,2.00545,0.332116,3.16676e-12
333,0.125354,-0.9331,1.82057,0.8232,-0.351454,2.13965,9,0,interior,1,0.01035,0.472479,-0.472281,1.95789,0.233477,8.58912e-10
334,0.125354,-0.9331,1.98227,0.763015,-0.351454,2.13965,4,4,leaf,1,0.00515001,0.179489,-0.391949,2.02826,0.336813,1.708e-11
335,0.664283,-0.9331,1.82057,0.8232,-0.517375,2.13965,5,0,interior,1,0.00519999,0.762654,-0.55184,1.8882,0.0545393,1.79838e-09
336,0.664283,-0.9331,1.82057,0.763162,-0.553519,2.13965,2,2,leaf,1,9.99979e-05,0.732643,-0.744852,1.9964,0,0
337,0.72996,-0.573994,1.82057,0.8232,-0.517375,1.91855,3,3,leaf,1,0.00509999,0.763242,-0.548056,1.88607,0.0446927,1.78146e-09
338,0.730314,-0.752022,1.61015,0.936143,-0.210588,2.14066,19,0,interior,1,0.0356,0.861609,-0.383381,1.747,0.141754,1.16029e-09
339,0.730314,-0.752022,1.82057,0.914322,-0.517375,2.14066,9,0,interior,1,0.0153,0.786685,-0.545498,1.865,0.0452629,2.09803e-09
340,0.737544,-0.573994,1.82057,0.831137,-0.517375,1.91855,4,4,leaf,1,0.00514999,0.797231,-0.542607,1.85253,0.0499077,2.08268e-09
341,0.730314,-0.752022,1.82057,0.914322,-0.517375,2.14066,5,0,interior,1,0.01015,0.781335,-0.546965,1.87132,0.0426905,3.70164e-11
342,0.730314,-0.554431,1.82057,0.831137,-0.517375,1.91855,2,2,leaf,1,0.00505,0.795307,-0.536731,1.88596,0.0391454,0
343,0.730314,-0.752022,1.82078,0.914322,-0.517375,2.14066,3,3,leaf,1,0.00509999,0.7675,-0.557099,1.85682,0.0454937,3.73008e-11
344,0.900168,-0.311794,1.61015,0.936143,-0.210588,1.70552,10,0,interior,1,0.0203,0.918079,-0.261194,1.65807,0.220865,5.34892e-13
345,0.900168,-0.311794,1.61015,0.936143,-0.211837,1.70552,5,0,interior,1,0.00519999,0.913117,-0.278395,1.67383,0.222614,0
346,0.904194,-0.311794,1.61015,0.936143,-0.310507,1.70552,2,2,leaf,1,9.99956e-05,0.920168,-0.311151,1.65783,0,0
347,0.900168,-0.311794,1.61015,0.935193,-0.211837,1.70552,3,3,leaf,1,0.0051,0.912978,-0.277753,1.67415,0.226801,0
348,0.900168,-0.311756,1.61015,0.936143,-0.210588,1.70552,5,0,interior,1,0.0151,0.919788,-0.255271,1.65264,0.22025,7.63259e-13
349,0.901118,-0.311756,1.61046,0.936143,-0.210588,1.70552,2,2,leaf,1,0.01,0.91863,-0.261172,1.65799,0.221295,0
350,0.900168,-0.310545,1.61015,0.935193,-0.210588,1.70552,3,3,leaf,1,0.0051,0.922058,-0.2437,1.64215,0.218166,1.51877e-12
351,0.192887,-0.948463,2.1395,0.914322,-0.144721,3.04163,38,0,interior,1,0.0662499,0.606175,-0.60893,2.45821,0.10498,2.62731e-12
352,0.664135,-0.948463,2.1395,0.914322,-0.750922,2.23844,19,0,interior,1,0.0405499,0.78976,-0.851204,2.18806,0.018748,1.05431e-11
353,0.664135,-0.948463,2.1395,0.814318,-0.751853,2.23844,9,0,interior,1,0.02025,0.715054,-0.932441,2.189,0.0288371,4.33117e-10
354,0.664135,-0.948463,2.1395,0.765334,-0.918171,2.23844,4,4,leaf,1,0.0101,0.698002,-0.935366,2.18897,0.0277558,4.96348e-10
355,0.664135,-0.948463,2.1395,0.814318,-0.751853,2.23844,5,0,interior,1,0.01015,0.732021,-0.92953,2.18903,0.0298765,5.2395e-10
356,0.666602,-0.948463,2.1395,0.765482,-0.917194,2.23828,2,2,leaf,1,0.00504999,0.732067,-0.933286,2.20503,0.0278556,0
357,0.664135,-0.933535,2.13965,0.814318,-0.751853,2.23844,3,3,leaf,1,0.00509999,0.731975,-0.925811,2.1732,0.0318271,5.5301e-10
358,0.813917,-0.789348,2.14029,0.914322,-0.750922,2.2338,10,0,interior,1,0.0203,0.864283,-0.770167,2.18712,0.0132344,1.88439e-11
359,0.813917,-0.789348,2.14029,0.914311,-0.750922,2.2338,5,0,interior,1,0.01015,0.847452,-0.7701,2.18743,0.013545,0
360,0.813917,-0.788416,2.14029,0.913921,-0.750922,2.2338,2,2,leaf,1,9.99973e-05,0.830723,-0.775678,2.20263,0,0
361,0.813917,-0.789348,2.14029,0.914311,-0.750922,2.2338,3,3,leaf,1,0.01005,0.847619,-0.770045,2.18728,0.0091471,0
362,0.813917,-0.789348,2.14029,0.914322,-0.750922,2.2338,5,0,interior,1,0.01015,0.881114,-0.770233,2.18682,0.0128193,0
363,0.813917,-0.789348,2.14029,0.914322,-0.751853,2.23343,2,2,leaf,1,0.00504999,0.880716,-0.776606,2.20177,0.0119746,3.8843e-11
364,0.814328,-0.789348,2.14029,0.914322,-0.750922,2.2338,3,3,leaf,1,0.00509999,0.881509,-0.763922,2.172,0.0135715,0
365,0.192887,-0.948463,2.23828,0.765482,-0.144721,3.04163,19,0,interior,1,0.0257,0.31651,-0.226666,2.88447,0.240396,1.82371e-12
366,0.192887,-0.948463,2.23828,0.765482,-0.144721,2.94163,9,0,interior,1,0.0054,0.638827,-0.204189,2.48068,0.289616,8.53039e-12
367,0.192887,-0.948463,2.23828,0.765482,-0.199254,2.94163,4,4,leaf,1,0.000200001,0.473373,-0.586584,2.58999,0.0674715,7.5553e-11
368,0.590043,-0.229595,2.45196,0.700782,-0.144721,2.52687,5,0,interior,1,0.0052,0.64519,-0.189481,2.47648,0.296867,2.88425e-12
369,0.590043,-0.229595,2.45196,0.644184,-0.144721,2.45263,2,2,leaf,1,9.99995e-05,0.617114,-0.187158,2.45229,0,0
370,0.590671,-0.229595,2.45196,0.700782,-0.144721,2.52687,3,3,leaf,1,0.0051,0.645741,-0.189527,2.47695,0.298825,0
371,0.192887,-0.266036,2.94163,0.268654,-0.199254,3.04163,10,0,interior,1,0.0203,0.23077,-0.232645,2.99188,0.177341,0
372,0.192887,-0.266036,2.94163,0.267993,-0.199254,3.04163,5,0,interior,1,0.01015,0.230013,-0.232654,2.99188,0.177366,0
373,0.192887,-0.266036,2.94163,0.267993,-0.199254,3.04163,2,2,leaf,1,0.00505,0.242465,-0.221705,2.97529,0.176781,0
374,0.192887,-0.266036,2.94163,0.267993,-0.199258,3.04163,3,3,leaf,1,0.00509999,0.217682,-0.243495,3.0083,0.177959,0
375,0.193547,-0.266036,2.94163,0.268654,-0.199254,3.04163,5,0,interior,1,0.01015,0.231528,-0.232636,2.99188,0.177316,0
376,0.26799,-0.200009,2.94163,0.268654,-0.199254,3.04163,2,2,leaf,1,9.99972e-05,0.268322,-0.199632,2.99163,0,0
377,0.193547,-0.266036,2.94163,0.268654,-0.199258,3.04163,3,3,leaf,1,0.01005,0.231162,-0.232964,2.99188,0.176949,0
378,-0.0250989,-0.229595,1.67763,1.00305,0.967749,2.92151,75,0,interior,1,0.12255,0.610131,0.177743,2.5227,0.168386,5.02613e-12
379,-0.0250989,-0.229595,1.67763,1.00305,0.495056,2.52687,37,0,interior,1,0.06125,0.780743,0.0634638,2.2279,0.216854,0
380,-0.0250989,-0.229595,1.67763,0.941457,0.495056,2.52687,18,0,interior,1,0.0306,0.620686,-0.0936668,2.39715,0.250882,0
381,-0.0250989,-0.229595,1.67763,0.647268,0.495056,2.52687,9,0,interior,1,0.01035,0.315914,-0.0391408,2.41614,0.33768,0
382,-0.0250989,0.00153422,1.67763,0.222205,0.495056,2.39401,4,4,leaf,1,0.00515,0.0138591,0.0794626,2.35568,0.369357,0
383,0.0140751,-0.229595,2.39401,0.647268,0.0983309,2.52687,5,0,interior,1,0.0052,0.615065,-0.156604,2.47601,0.297771,0
384,0.0140751,0.00153422,2.39401,0.0406229,0.0983309,2.39468,2,2,leaf,1,9.99937e-05,0.027349,0.0499326,2.39434,0,0
385,0.590043,-0.229595,2.45196,0.647268,-0.108869,2.52687,3,3,leaf,1,0.0051,0.626588,-0.160653,2.47761,0.297993,0
386,0.590671,-0.229595,2.22318,0.941457,-0.05451,2.52687,9,0,interior,1,0.02025,0.776458,-0.121536,2.38745,0.201121,0
387,0.85398,-0.105309,2.22318,0.941302,-0.05451,2.32319,4,4,leaf,1,0.0101,0.897213,-0.0800961,2.27318,0.0713241,0
388,0.590671,-0.229595,2.32318,0.941457,-0.0559762,2.52687,5,0,interior,1,0.01015,0.656299,-0.162771,2.50115,0.29756,0
389,0.590671,-0.229595,2.45196,0.700782,-0.108869,2.52687,2,2,leaf,1,0.01,0.654845,-0.163256,2.50179,0.299228,0
390,0.646641,-0.193742,2.32318,0.941457,-0.0559762,2.52687,3,3,leaf,1,0.000149999,0.753185,-0.130395,2.45875,0.162436,0
391,0.85398,-0.105309,1.9075,1.00305,0.426703,2.32319,19,0,interior,1,0.03065,0.940539,0.220338,2.05892,0.0681689,6.73544e-15
392,0.85398,-0.105309,1.9075,1.00305,0.333602,2.32319,9,0,interior,1,0.01035,0.89927,-0.0757781,2.26984,0.074521,0
393,0.85398,-0.105309,2.22318,0.941795,-0.0551064,2.32319,4,4,leaf,1,0.000199997,0.919634,-0.0922431,2.27319,0.297053,4.90351e-12
394,0.854318,-0.10444,1.9075,1.00305,0.333602,2.32319,5,0,interior,1,0.01015,0.898868,-0.0754537,2.26977,0.0698996,0
395,0.854473,-0.10444,2.22319,0.941795,-0.05451,2.32319,2,2,leaf,1,0.00999999,0.898134,-0.0794748,2.27319,0.0688356,0
396,0.854318,-0.103843,1.9075,1.00305,0.333602,2.22319,3,3,leaf,1,0.000150003,0.947829,0.192613,2.04198,0.123899,4.82039e-12
397,0.920289,0.315465,1.9075,1.00305,0.426703,1.99526,10,0,interior,1,0.0203,0.961581,0.371313,1.95138,0.0517467,0
398,0.920289,0.315465,1.9075,1.00305,0.426703,1.99526,5,0,interior,1,0.01015,0.961442,0.371259,1.95064,0.0517739,0
399,0.920289,0.315465,1.9075,1.00305,0.426385,1.99477,2,2,leaf,1,0.00505,0.960075,0.352557,1.9651,0.0506366,0
400,0.920289,0.333284,1.9075,1.00305,0.426703,1.99526,3,3,leaf,1,0.0051,0.962796,0.389778,1.93631,0.0529755,0
401,0.920289,0.315465,1.9075,1.00305,0.426703,1.99526,5,0,interior,1,0.01015,0.961719,0.371368,1.95212,0.0517196,0
402,0.920289,0.315465,1.99477,0.957601,0.408884,1.99526,2,2,leaf,1,0.000100004,0.938945,0.362175,1.99501,0.260424,0
403,0.920289,0.315783,1.9075,1.00305,0.426703,1.99526,3,3,leaf,1,0.01005,0.961946,0.371459,1.95169,0.0248999,0
404,0.0115316,-0.146648,2.73731,0.777352,0.967749,2.92151,38,0,interior,1,0.0613,0.439657,0.291929,2.81727,0.109606,1.15582e-11
405,0.0303398,-0.146648,2.73731,0.536213,0.0724503,2.84251,19,0,interior,1,0.0356,0.265842,-0.0570073,2.79308,0.155357,1.3886e-12
406,0.0303398,-0.146648,2.7436,0.125398,-0.0823411,2.84251,9,0,interior,1,0.0153,0.0723544,-0.112504,2.7984,0.0526776,1.6725e-11
407,0.0303398,-0.146648,2.7436,0.125398,-0.0823411,2.84235,4,4,leaf,1,0.0101,0.0776642,-0.114851,2.79249,0.0501416,2.00082e-11
408,0.0303398,-0.146648,2.7436,0.117555,-0.0823411,2.84251,5,0,interior,1,0.00519999,0.062041,-0.107945,2.8099,0.0575812,0
409,0.0303398,-0.0968579,2.7436,0.0386742,-0.0823411,2.84251,2,2,leaf,1,9.99978e-05,0.034507,-0.0895995,2.79305,0,0
410,0.0303398,-0.146648,2.74375,0.117555,-0.0823411,2.84251,3,3,leaf,1,0.00509999,0.0625809,-0.108305,2.81023,0.0525796,0
411,0.0386742,-0.146648,2.73731,0.536213,0.0724503,2.84251,10,0,interior,1,0.0203,0.411672,-0.01518,2.78907,0.22895,0
412,0.0386742,-0.146648,2.7436,0.534146,0.0716109,2.84251,5,0,interior,1,0.00519999,0.102498,-0.117667,2.77815,0.0573462,0
413,0.0386742,-0.146648,2.7436,0.125398,-0.0823411,2.84251,2,2,leaf,1,0.00504999,0.0941587,-0.120258,2.77667,0.0500583,0
414,0.117063,-0.146648,2.74375,0.534146,0.0716109,2.84251,3,3,leaf,1,0.000149997,0.38325,-0.0304417,2.82805,0.256803,0
415,0.495591,-0.0214154,2.73731,0.536213,0.0724503,2.83731,5,0,interior,1,0.0151,0.518143,0.0201135,2.79283,0.282538,0
416,0.53322,-0.0214154,2.73731,0.536213,-0.0201998,2.83731,2,2,leaf,1,9.99989e-05,0.534717,-0.0208076,2.78731,0,0
417,0.495591,-0.0214154,2.73731,0.536213,0.0724503,2.83731,3,3,leaf,1,0.015,0.518032,0.0203863,2.79287,0.283912,0
418,0.0115316,-0.020576,2.73731,0.777352,0.967749,2.92151,19,0,interior,1,0.0257,0.680429,0.77528,2.85077,0.0682445,3.37765e-11
419,0.0115316,-0.020576,2.73731,0.77721,0.959821,2.83731,9,0,interior,1,0.00539998,0.504299,0.0718069,2.77141,0.288754,5.05368e-11
420,0.495591,-0.020576,2.73731,0.536213,0.0724503,2.83731,4,4,leaf,1,0.00515,0.50953,0.0409185,2.77032,0.284723,4.72516e-11
421,0.0115316,0.0716109,2.73731,0.77721,0.959821,2.83731,5,0,interior,1,0.000249985,0.396533,0.708144,2.79399,0.26577,5.81761e-11
422,0.012016,0.0716109,2.73731,0.498584,0.82581,2.83731,2,2,leaf,1,9.99921e-05,0.25707,0.432266,2.77433,0,0
423,0.0115316,0.726021,2.77742,0.77721,0.959821,2.82183,3,3,leaf,1,0.000149993,0.489506,0.892056,2.8071,0.249739,6.80488e-11
424,0.677208,0.957032,2.82175,0.777352,0.967749,2.92151,10,0,interior,1,0.0203,0.72728,0.96241,2.87188,0.0162468,2.953e-11
425,0.677208,0.957032,2.82175,0.777352,0.967749,2.92151,5,0,interior,1,0.0151,0.721426,0.962222,2.86612,0.0133036,1.97467e-11
426,0.677208,0.958824,2.82175,0.677368,0.967749,2.92151,2,2,leaf,1,0.000100001,0.677288,0.963286,2.87163,0.325144,0
427,0.677208,0.957032,2.82175,0.777352,0.967749,2.92151,3,3,leaf,1,0.015,0.721721,0.962215,2.86608,0.00657598,2.05189e-11
428,0.67735,0.957032,2.82175,0.777352,0.967749,2.92151,5,0,interior,1,0.0052,0.74428,0.962953,2.8886,0.0241102,1.86266e-11
429,0.67735,0.957032,2.82183,0.777352,0.967749,2.92151,2,2,leaf,1,0.00505,0.74363,0.962953,2.88861,0.00736106,2.00527e-11
430,0.67735,0.957032,2.82175,0.777352,0.966752,2.92151,3,3,leaf,1,0.000150001,0.766186,0.962959,2.88825,0.338165,0
